,lab_id,drugA,drugB,ICxx,ICxxA,ICxxB,min_CI,Ca_min,Cb_min,Ca_range_lower,Ca_range_upper,Cb_range_lower,Cb_range_upper,equality_A,equality_B
27,10292,NILOTINIB,TRAMETINIB,0.5,0.0,-2.3686619845897567,1.2597300405046543,[0.00435002],[0.00537172],,,,,greater_than,equal_to
28,10292,GLESATINIB,TRAMETINIB,0.5,0.0,-2.3686619845897567,0.20351201486083736,[0.01319567],[0.00081436],0.0043500150495716025,0.8009619176928615,0.0006894821166253297,0.0009618452499767526,greater_than,equal_to
29,10292,BGB324,TRAMETINIB,0.5,0.0,-2.3686619845897567,0.19443157196648908,[0.00411523],[0.00081436],0.00411522633744856,0.7577306150486957,0.0008143556341181601,0.0012693762544026817,greater_than,equal_to
30,10292,AXITINIB,TRAMETINIB,0.5,0.0,-2.3686619845897567,0.15201054163265654,[0.01558556],[0.00058376],0.0043500150495716025,0.89496475779377,0.00035428976753885396,0.0009618452499767526,greater_than,equal_to
31,10292,SGX-523,TRAMETINIB,0.5,0.0,-2.3686619845897567,0.15655137150078227,[0.00411523],[0.00065227],0.00411522633744856,0.8009619176928615,0.0006522678503872678,0.0013417988118835805,greater_than,equal_to
32,10292,GILTERITINIB,TRAMETINIB,0.5,0.0,-2.3686619845897567,0.21676756149553955,[0.00411523],[0.00090993],0.00411522633744856,0.7168326886700261,0.0009099303933773614,0.0012693762544026817,greater_than,equal_to
33,10292,GDC-0032,TRAMETINIB,0.5,-1.1596365762840366,-2.3686619845897567,0.09884602740995554,[0.00435002],[0.00015414],0.0043500150495716025,0.006068382648177489,0.00012345679012345698,0.00015413565538679937,equal_to,equal_to
34,10326,HESPERIDIN,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
35,10326,AZD4547,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
36,10326,NVP-ADW742,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
37,10326,GSK-690693,TRAMETINIB,0.5,0.0,1.0174507295105362,0.5770375293624775,[0.57415568],[0.03],0.574155684982074,0.9460257701531022,0.004807498567691362,0.029999999999999995,greater_than,greater_than
38,10326,CRIZOTINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
39,10326,GEFITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
40,10326,FULVESTRANT,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
41,10336,HESPERIDIN,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
42,10336,AZD4547,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
43,10336,NVP-ADW742,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
44,10336,GSK-690693,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
45,10336,CRIZOTINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
46,10336,GEFITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
47,10336,FULVESTRANT,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
48,10336,MLN120B,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
49,10336,IXABEPOLONE,TRAMETINIB,0.5,-1.2235836138239793,1.0174507295105362,0.9877343149911529,[0.05902708],[0.00012346],0.05902708188702605,0.05902708188702605,0.00012345679012345698,0.00031707685599422186,equal_to,greater_than
50,10336,I-BET762,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
51,10336,NILOTINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
52,10336,GLESATINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
53,10336,BGB324,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
54,10336,AXITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
55,10336,SGX-523,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
56,10336,GILTERITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
57,10336,GDC-0032,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
58,20003,HESPERIDIN,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
59,20003,AZD4547,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
60,20003,NVP-ADW742,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
61,20003,GSK-690693,TRAMETINIB,0.5,0.0,1.0174507295105362,1.0028818443804035,[1.],[0.03],,,,,greater_than,greater_than
62,20003,CRIZOTINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
63,20003,GEFITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
64,20003,FULVESTRANT,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
65,20003,MLN120B,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
66,20003,IXABEPOLONE,TRAMETINIB,0.5,-1.158682142887918,1.0174507295105362,0.6813227392621314,[0.04727844],[0.00012346],0.047278444704045984,0.0659546438817738,0.00012345679012345698,0.0004942433194504351,equal_to,greater_than
67,20003,I-BET762,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
68,20003,NILOTINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
69,20003,GLESATINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
70,20003,BGB324,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
71,20003,AXITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
72,20003,SGX-523,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
73,20003,GILTERITINIB,TRAMETINIB,0.5,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
74,20003,GDC-0032,TRAMETINIB,0.5,0.0,1.0174507295105362,0.0427550540056111,[0.04002875],[0.02838077],0.04002875495617853,0.4115735633808807,0.00026845620346267523,0.028380773104593048,greater_than,greater_than
