,lab_id,drugA,drugB,ICxx,ICxxA,ICxxB,min_CI,Ca_min,Cb_min,Ca_range_lower,Ca_range_upper,Cb_range_lower,Cb_range_upper,equality_A,equality_B
0,10004,HESPERIDIN,TRAMETINIB,0.75,0.0,-2.8679965783741315,1.5164294876589852,[0.6781422],[0.00113605],,,,,greater_than,equal_to
1,10004,AZD4547,TRAMETINIB,0.75,0.0,-2.8619949606603767,2.396950621279063,[0.02429399],[0.00326017],,,,,greater_than,equal_to
2,10004,NVP-ADW742,TRAMETINIB,0.75,0.0,-2.8619949606603767,2.130224653342517,[0.00678058],[0.00291774],,,,,greater_than,equal_to
3,10004,GSK-690693,TRAMETINIB,0.75,0.0,-2.8619949606603767,1.41808337721835,[0.6781422],[0.00101672],,,,,greater_than,equal_to
4,10004,CRIZOTINIB,TRAMETINIB,0.75,0.0,-2.8619949606603767,1.7065386812192334,[0.00574085],[0.00233699],,,,,greater_than,equal_to
5,10004,GEFITINIB,TRAMETINIB,0.75,-1.184929061281178,-2.860794637117626,0.7759423317674333,[0.03389073],[0.00035429],0.02298273722084429,0.049975852873854136,0.00012345679012345698,0.0006522678503872678,equal_to,equal_to
6,10004,FULVESTRANT,TRAMETINIB,0.75,0.0,-2.8619949606603767,1.622947112008199,[0.01394853],[0.00221086],,,,,greater_than,equal_to
7,10004,MLN120B,TRAMETINIB,0.75,0.0,-2.8619949606603767,1.445737872231146,[0.00574085],[0.00197864],,,,,greater_than,equal_to
8,10004,IXABEPOLONE,TRAMETINIB,0.75,0.0,-2.863195284203128,,,,,,,,greater_than,equal_to
9,10004,I-BET762,TRAMETINIB,0.75,0.0,-2.860794637117626,1.6125663233611212,[0.00800863],[0.00221086],,,,,greater_than,equal_to
10,10004,NILOTINIB,TRAMETINIB,0.75,0.0,-2.8619949606603767,1.6737547068238494,[0.15160058],[0.00209153],,,,,greater_than,equal_to
11,10004,GLESATINIB,TRAMETINIB,0.75,0.0,-2.8619949606603767,0.19957388040673082,[0.01474435],[0.00025397],0.00411522633744856,0.6781421963699804,0.00015413565538679937,0.000299962876889658,greater_than,equal_to
12,10004,BGB324,TRAMETINIB,0.75,0.0,-2.860794637117626,0.1886694150850615,[0.00435002],[0.00025397],0.0043500150495716025,0.7577306150486957,0.00025396648663315527,0.0003351672501933079,greater_than,equal_to
13,10004,AXITINIB,TRAMETINIB,0.75,0.0,-2.8619949606603767,0.2619571722177565,[0.00411523],[0.00035429],0.00411522633744856,0.7577306150486957,0.00028377261162687887,0.00035428976753885396,greater_than,equal_to
14,10004,SGX-523,TRAMETINIB,0.75,0.0,-2.8619949606603767,0.24935611403611896,[0.00543099],[0.00033517],0.0054309886069260835,0.8009619176928615,0.0002402588411102082,0.0003351672501933079,greater_than,equal_to
15,10004,GILTERITINIB,TRAMETINIB,0.75,0.0,-2.8619949606603767,0.2890275491476249,[0.01647478],[0.0003745],0.0043500150495716025,0.7168326886700261,0.0002402588411102082,0.00039587007695390645,greater_than,equal_to
16,10004,GDC-0032,TRAMETINIB,0.75,-1.6673951430191045,-2.8619949606603767,,,,,,,,equal_to,equal_to
17,10292,HESPERIDIN,TRAMETINIB,0.75,0.0,-3.4117431432402894,2.597138570510582,[0.1148724],[0.00096185],,,,,greater_than,equal_to
18,10292,AZD4547,TRAMETINIB,0.75,0.0,-3.4117431432402894,2.210307042534136,[0.10867225],[0.00081436],,,,,greater_than,equal_to
19,10292,NVP-ADW742,TRAMETINIB,0.75,0.0,-3.4117431432402894,2.380349270102836,[0.03206151],[0.00090993],,,,,greater_than,equal_to
20,10292,GSK-690693,TRAMETINIB,0.75,-0.2848983687413868,-3.4117431432402894,1.1481069802508463,[0.3893592],[0.00015414],,,,,equal_to,equal_to
21,10292,CRIZOTINIB,TRAMETINIB,0.75,0.0,-3.4105428196975387,2.479530260678569,[0.00411523],[0.00096185],,,,,greater_than,equal_to
22,10292,GEFITINIB,TRAMETINIB,0.75,-0.172275227999398,-3.4117431432402894,0.9036840054219979,[0.36834383],[0.00013795],0.20007187447559568,0.38935919727205426,0.00013050045148714826,0.00026845620346267523,equal_to,equal_to
23,10292,FULVESTRANT,TRAMETINIB,0.75,0.0,-3.4153441138685423,2.125201405628917,[0.00606838],[0.00081436],,,,,greater_than,equal_to
24,10292,MLN120B,TRAMETINIB,0.75,0.0,-3.4117431432402894,1.6874446563781527,[0.00411523],[0.00065227],,,,,greater_than,equal_to
25,10292,IXABEPOLONE,TRAMETINIB,0.75,-1.9790176468518106,-3.4117431432402894,0.8619394537033576,[0.00411523],[0.00018205],0.00411522633744856,0.005740846368325831,0.00017222539104977516,0.00018205147944532494,equal_to,equal_to
26,10292,I-BET762,TRAMETINIB,0.75,0.0,-3.4105428196975387,2.772350373690567,[0.00641461],[0.00107473],,,,,greater_than,equal_to
27,10292,NILOTINIB,TRAMETINIB,0.75,0.0,-3.4117431432402894,2.7787288203641314,[0.00513786],[0.00107473],,,,,greater_than,equal_to
28,10292,GLESATINIB,TRAMETINIB,0.75,0.0,-3.4117431432402894,0.44932836315272956,[0.00486054],[0.00017223],0.004860543403178332,0.23630730120346277,0.00012345679012345698,0.00017222539104977516,greater_than,equal_to
29,10292,BGB324,TRAMETINIB,0.75,0.0,-3.4117431432402894,0.36241640332997593,[0.00641461],[0.00013795],0.006414606070609894,0.26404090121492335,0.00013794597949063104,0.00016292965820778274,greater_than,equal_to
30,10292,AXITINIB,TRAMETINIB,0.75,0.0,-3.4117431432402894,0.38832665977276426,[0.0697176],[0.00012346],0.06971759751438891,0.24978949692376703,0.00012345679012345698,0.00012345679012345698,greater_than,equal_to
31,10292,SGX-523,TRAMETINIB,0.75,0.0,-3.4117431432402894,0.3452524239826188,[0.00846555],[0.0001305],0.008465549554438496,0.574155684982074,0.00012345679012345698,0.00014581630209535017,greater_than,equal_to
32,10292,GILTERITINIB,TRAMETINIB,0.75,0.0,-3.4117431432402894,0.3435674572336273,[0.00678058],[0.0001305],0.006780582805447014,0.459876838497501,0.00012345679012345698,0.00013794597949063104,greater_than,equal_to
33,10292,GDC-0032,TRAMETINIB,0.75,-2.1026167716491626,-3.4117431432402894,,,,,,,,equal_to,equal_to
34,10326,HESPERIDIN,TRAMETINIB,0.75,0.0,0.22523719129494066,0.909270023577387,[0.89496476],[0.02402886],0.89496475779377,0.9460257701531022,0.019246199807826794,0.028380773104593048,greater_than,equal_to
35,10326,AZD4547,TRAMETINIB,0.75,0.0,0.10160386639159835,,,,,,,,greater_than,equal_to
36,10326,NVP-ADW742,TRAMETINIB,0.75,0.0,0.4520983408748611,0.3778242821868845,[0.36834383],[0.02684894],0.3683438344654888,0.89496475779377,0.005081783942221077,0.02684894273381311,greater_than,equal_to
37,10326,GSK-690693,TRAMETINIB,0.75,0.0,0.23243913255144652,0.05145710852129767,[0.03389073],[0.03],0.033890734633338436,0.9460257701531022,0.00026845620346267523,0.029999999999999995,equal_to,equal_to
38,10326,CRIZOTINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,0.29760853318172725,[0.29502938],[0.02684894],0.2950293840238201,0.9460257701531022,0.022731918451460855,0.029999999999999995,greater_than,equal_to
39,10326,GEFITINIB,TRAMETINIB,0.75,-1.0493995190323442,0.22403686775218998,0.27542379055300187,[0.02298274],[0.03],0.02298273722084429,0.08234429431021323,0.00014581630209535017,0.029999999999999995,equal_to,equal_to
40,10326,FULVESTRANT,TRAMETINIB,0.75,0.0,0.23243913255144652,,,,,,,,greater_than,equal_to
41,10336,HESPERIDIN,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
42,10336,AZD4547,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
43,10336,NVP-ADW742,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
44,10336,GSK-690693,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
45,10336,CRIZOTINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
46,10336,GEFITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
47,10336,FULVESTRANT,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
48,10336,MLN120B,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
49,10336,IXABEPOLONE,TRAMETINIB,0.75,-2.385606273598312,1.0174507295105362,1.000115356642525,[0.00411523],[0.00120086],,,,,equal_to,greater_than
50,10336,I-BET762,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
51,10336,NILOTINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
52,10336,GLESATINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
53,10336,BGB324,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
54,10336,AXITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
55,10336,SGX-523,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
56,10336,GILTERITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
57,10336,GDC-0032,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
58,20003,HESPERIDIN,TRAMETINIB,0.75,0.0,1.0174507295105362,0.680868495419413,[0.6781422],[0.02838077],0.6781421963699804,0.9460257701531022,0.024028857530785853,0.028380773104593048,greater_than,greater_than
59,20003,AZD4547,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
60,20003,NVP-ADW742,TRAMETINIB,0.75,0.0,1.0174507295105362,0.2526713413041705,[0.2497895],[0.03],0.24978949692376703,0.89496475779377,0.012347206901426426,0.029999999999999995,greater_than,greater_than
61,20003,GSK-690693,TRAMETINIB,0.75,0.0,1.0174507295105362,0.006555167905897367,[0.00411523],[0.02539979],0.00411522633744856,0.9460257701531022,0.0032601676377397547,0.029999999999999995,greater_than,greater_than
62,20003,CRIZOTINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,0.006181026592981776,[0.00411523],[0.02150498],0.00411522633744856,0.89496475779377,0.01820740099571985,0.029999999999999995,greater_than,greater_than
63,20003,GEFITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,0.0060990449242805216,[0.00435002],[0.0182074],0.0043500150495716025,0.89496475779377,0.00013794597949063104,0.024028857530785853,equal_to,greater_than
64,20003,FULVESTRANT,TRAMETINIB,0.75,0.0,1.0174507295105362,0.0056753085322733335,[0.00435002],[0.01379631],0.0043500150495716025,0.8466597242517359,0.011680775918161633,0.029999999999999995,greater_than,greater_than
65,20003,MLN120B,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
66,20003,IXABEPOLONE,TRAMETINIB,0.75,-2.385606273598312,1.0174507295105362,,,,,,,,equal_to,greater_than
67,20003,I-BET762,TRAMETINIB,0.75,0.0,1.0174507295105362,0.005964044762792152,[0.00411523],[0.0192462],0.00411522633744856,0.9460257701531022,0.019246199807826794,0.029999999999999995,greater_than,greater_than
68,20003,NILOTINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,0.006004642383813891,[0.00435002],[0.01722467],0.0043500150495716025,0.9460257701531022,0.01722467054946223,0.029999999999999995,greater_than,greater_than
69,20003,GLESATINIB,TRAMETINIB,0.75,-0.13075737526824135,1.0174507295105362,,,,,,,,equal_to,greater_than
70,20003,BGB324,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
71,20003,AXITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,0.5164282527038052,[0.5138491],[0.02684894],0.5138491035458981,0.9460257701531022,0.01379630515492502,0.02684894273381311,greater_than,greater_than
72,20003,SGX-523,TRAMETINIB,0.75,0.0,1.0174507295105362,0.9487520692025347,[0.94602577],[0.02838077],0.9460257701531022,0.9460257701531022,0.028380773104593048,0.028380773104593048,greater_than,greater_than
73,20003,GILTERITINIB,TRAMETINIB,0.75,0.0,1.0174507295105362,,,,,,,,greater_than,greater_than
74,20003,GDC-0032,TRAMETINIB,0.75,-0.2791717683646757,1.0174507295105362,0.007935592605686288,[0.00411523],[0.00113605],0.00411522633744856,0.15160058450033856,0.00018205147944532494,0.001136047012070659,equal_to,greater_than
